time,q,r,r_0,omega,omega_0,h22_real,h22_imag,phi
-2542.699999990411,1.8,13.631155095479073,15.577137628831402,0.019869892212326157,0.016265233663282044,0.07019216352733262,-0.0706970596402933,34.952010083009434
-2538.9999999903976,1.8,13.626614674558127,15.577137628831402,0.019879824335151675,0.016265233663282044,0.059099747517243194,-0.08025495002274911,35.02554727357143
-2535.3999999903845,1.8,13.622303988225752,15.577137628831402,0.01988926157509141,0.016265233663282044,0.04706816671320626,-0.08791086443716224,35.09713183232792
-2531.7999999903714,1.8,13.61809996925299,15.577137628831402,0.01989847248550536,0.016265233663282044,0.034057202705267554,-0.0937846659935983,35.16874995691261
-2528.1999999903583,1.8,13.614002418983812,15.577137628831402,0.019907456968815573,0.016265233663282044,0.020328088372152827,-0.09775220945403076,35.240400834224076
-2524.599999990345,1.8,13.610011689792774,15.577137628831402,0.01991621373176944,0.016265233663282044,0.006157723570403113,-0.09972716153496138,35.312083647088606
-2520.999999990332,1.8,13.606098690979616,15.577137628831402,0.019924806167757048,0.016265233663282044,-0.008166699584377346,-0.09966303907153677,35.38379757309334
-2517.399999990319,1.8,13.60213435505695,15.577137628831402,0.01993351763543849,0.016265233663282044,-0.022353448624299214,-0.09755441042694904,35.45554225149698
-2513.799999990306,1.8,13.597997544536337,15.577137628831402,0.019942614879149723,0.016265233663282044,-0.03611224688685597,-0.09343719803872946,35.52731890006902
-2510.0999999902924,1.8,13.593547337808879,15.577137628831402,0.019952409039312613,0.016265233663282044,-0.04950946996605677,-0.08719375779712114,35.60112428443977
-2506.4999999902793,1.8,13.589025720504756,15.577137628831402,0.01996236857540712,0.016265233663282044,-0.06154435126303973,-0.07928161056549644,35.67297049801965
-2502.899999990266,1.8,13.584314680099185,15.577137628831402,0.019972754160527018,0.016265233663282044,-0.07233856024907502,-0.06971400987944504,35.744853338183226
-2499.299999990253,1.8,13.57941651310805,15.577137628831402,0.01998356182208383,0.016265233663282044,-0.08166422980686198,-0.0586816814769119,35.81677432797597
-2495.69999999024,1.8,13.574332608178489,15.577137628831402,0.019994789620909614,0.016265233663282044,-0.08932226638612327,-0.046406936388097515,35.888734983302754
-2492.099999990227,1.8,13.569068788889414,15.577137628831402,0.020006425842923115,0.016265233663282044,-0.09514678228944777,-0.03313939652605948,35.960736813247046
-2488.499999990214,1.8,13.563721610766017,15.577137628831402,0.02001825789837497,0.016265233663282044,-0.09900891024756414,-0.019151107503648294,36.03278124937232
-2484.8999999902007,1.8,13.558467078748231,15.577137628831402,0.020029896314944118,0.016265233663282044,-0.1008199508870007,-0.004731369163424537,36.104868270115865
-2481.2999999901876,1.8,13.553393057440674,15.577137628831402,0.020041145619582146,0.016265233663282044,-0.10053390186447808,0.009819225312713837,36.176996502840446
-2477.6999999901745,1.8,13.548502811764212,15.577137628831402,0.020051997454269888,0.016265233663282044,-0.09814900365199813,0.024195412098547843,36.24916451857738
-2474.0999999901615,1.8,13.543796295036373,15.577137628831402,0.0200624508313636,0.016265233663282044,-0.09370821034893936,0.038093861692467985,36.321370884511715
-2470.4999999901484,1.8,13.53927253897941,15.577137628831402,0.020072506851905203,0.016265233663282044,-0.08729863629119472,0.051219824571592014,36.39361416456373
-2466.9999999901356,1.8,13.535051087215919,15.577137628831402,0.020081898448768953,0.016265233663282044,-0.07930252961214869,0.06297483399884644,36.46388471104064
-2463.3999999901225,1.8,13.530890431456568,15.577137628831402,0.020091161958933235,0.016265233663282044,-0.06942829260344505,0.07377793726778985,36.536196576582896
-2459.7999999901094,1.8,13.5268933584232,15.577137628831402,0.020100067968706448,0.016265233663282044,-0.05808480226831951,0.08304557725570778,36.60854107714548
-2456.1999999900963,1.8,13.52296233422094,15.577137628831402,0.02010883323208379,0.016265233663282044,-0.04550958946849097,0.09057817295621284,36.680917065958106
-2452.5999999900832,1.8,13.518995774219201,15.577137628831402,0.020117684190870122,0.016265233663282044,-0.03196707336373545,0.09621302501643454,36.753324676417016
-2448.99999999007,1.8,13.514971736766418,15.577137628831402,0.020126670040990113,0.016265233663282044,-0.017742936228189416,0.09982779570054365,36.825764392132896
-2445.399999990057,1.8,13.510889798982209,15.577137628831402,0.020135792021360288,0.016265233663282044,-0.003137976243713048,0.101343226335957,36.89823670071267
-2441.799999990044,1.8,13.506749740301286,15.577137628831402,0.02014505092587182,0.016265233663282044,0.011538443782440636,0.10072492763285665,36.97074209468722
-2438.299999990031,1.8,13.502667872992228,15.577137628831402,0.020154186638796645,0.016265233663282044,0.025580093263762906,0.09808853462728764,37.04126564249947
-2434.699999990018,1.8,13.498410328624152,15.577137628831402,0.02016372289747448,0.016265233663282044,0.03949002125624713,0.09333810199460023,37.113837753280414
-2431.099999990005,1.8,13.49409259330656,15.577137628831402,0.020173401657587853,0.016265233663282044,0.05256726258218859,0.08661915520622013,37.186444447361815
-2427.499999989992,1.8,13.489709107487272,15.577137628831402,0.020183235729105853,0.016265233663282044,0.06453446719154321,0.07807316847161766,37.25908624521558
-2423.999999989979,1.8,13.485373058960176,15.577137628831402,0.020192971240870605,0.016265233663282044,0.0748638920619743,0.06818394948048442,37.329744443103216
-2420.399999989966,1.8,13.48083001903973,15.577137628831402,0.020203179898521384,0.016265233663282044,0.08392586812055153,0.056596144354926735,37.40245733800861
-2416.799999989953,1.8,13.476203009228737,15.577137628831402,0.02021358608915591,0.016265233663282044,0.09121333805953769,0.043814844764006204,37.4752073383731
-2413.2999999899403,1.8,13.471622254576955,15.577137628831402,0.020223897053927686,0.016265233663282044,0.09645021527373021,0.030500319963591253,37.54597276330192
-2409.699999989927,1.8,13.46682563418778,15.577137628831402,0.020234703316111435,0.016265233663282044,0.09982408443659865,0.01617384051732181,37.61879806316914
-2406.1999999899144,1.8,13.462079029402657,15.577137628831402,0.02024540637510608,0.016265233663282044,0.10107976249710397,0.0019154404012906427,37.68963808132442
-2402.5999999899013,1.8,13.457110690949175,15.577137628831402,0.020256619528923103,0.016265233663282044,0.10026131565816576,-0.01278776340314042,37.762541544102476
-2399.0999999898886,1.8,13.452206841023518,15.577137628831402,0.02026769729067457,0.016265233663282044,0.09742909418414306,-0.026827380752077242,37.83345896416674
-2395.4999999898755,1.8,13.447157841167252,15.577137628831402,0.020279113498204104,0.016265233663282044,0.09247947050727652,-0.04070819816236549,37.90644332625633
-2391.9999999898628,1.8,13.442322368912446,15.577137628831402,0.02029005695238606,0.016265233663282044,0.08578358937665503,-0.05338313097069301,37.97743954986423
